Id,Category
HW00006274,2
HW00002690,7
HW00007897,2
HW00005147,5
HW00007467,5
HW00000130,1
HW00007700,5
HW00002578,5
HW00006542,5
HW00005130,5
HW00005982,5
HW00005604,1
HW00001549,2
HW00005853,7
HW00003237,9
HW00003460,2
HW00007012,5
HW00006519,5
HW00000880,5
HW00003354,2
HW00003936,5
HW00002372,4
HW00000506,3
HW00003917,5
HW00000677,5
HW00006568,9
HW00007547,9
HW00006686,5
HW00007910,8
HW00006580,6
HW00001836,2
HW00002396,1
HW00000290,7
HW00007085,7
HW00007072,9
HW00006569,5
HW00001948,5
HW00006282,9
HW00007548,7
HW00004997,7
HW00006244,6
HW00002672,5
HW00001249,3
HW00006557,5
HW00005359,8
HW00005313,5
HW00003180,4
HW00001271,5
HW00003744,6
HW00001736,5
HW00000669,5
HW00007033,9
HW00003974,2
HW00007294,8
HW00003669,4
HW00007877,5
HW00007381,6
HW00006949,5
HW00006178,6
HW00004924,8
HW00007116,5
HW00007438,5
HW00004796,8
HW00006629,5
HW00003494,5
HW00004971,6
HW00007211,2
HW00007513,5
HW00002356,5
HW00002472,5
HW00004018,5
HW00006948,5
HW00000640,5
HW00004916,5
HW00006313,1
HW00000490,6
HW00005746,5
HW00003450,5
HW00007295,5
HW00006825,5
HW00002576,9
HW00003683,5
HW00003588,5
HW00006725,7
HW00002380,5
HW00000456,5
HW00006844,6
HW00000040,5
HW00003820,5
HW00000014,0
HW00002203,5
HW00006591,7
HW00006781,5
HW00005682,7
HW00005799,5
HW00000543,5
HW00000435,1
HW00001515,1
HW00002116,8
HW00003880,1
HW00003935,5
HW00005624,5
HW00005289,1
HW00004622,5
HW00001407,5
HW00003827,6
HW00007501,8
HW00000114,5
HW00003332,5
HW00006718,5
HW00005234,9
HW00004128,4
HW00003539,5
HW00001086,0
HW00001789,1
HW00005231,2
HW00006592,9
HW00001176,5
HW00002604,8
HW00006883,5
HW00007788,6
HW00000719,5
HW00007344,4
HW00002026,6
HW00005627,2
HW00002642,5
HW00005096,1
HW00006399,7
HW00001452,5
HW00002829,7
HW00002285,5
HW00001985,5
HW00005181,1
HW00000168,5
HW00006697,7
HW00004612,8
HW00002083,6
HW00003659,5
HW00000659,0
HW00007677,7
HW00006126,2
HW00006768,0
HW00007425,1
HW00001954,2
HW00000375,1
HW00002341,5
HW00000948,5
HW00003529,7
HW00000842,9
HW00001463,2
HW00003981,4
HW00001771,8
HW00005240,5
HW00006493,5
HW00003681,7
HW00001924,5
HW00000958,1
HW00002879,5
HW00004220,5
HW00001257,9
HW00000953,3
HW00007299,5
HW00004549,2
HW00005442,0
HW00006504,3
HW00006225,5
HW00002564,6
HW00001857,1
HW00004493,5
HW00006548,5
HW00001267,3
HW00004304,5
HW00003903,0
HW00005703,4
HW00000508,5
HW00001136,6
HW00001557,5
HW00000751,9
HW00007277,0
HW00006333,1
HW00005267,6
HW00004487,9
HW00003894,4
HW00005112,7
HW00002029,5
HW00001746,5
HW00001070,5
HW00002816,7
HW00002393,0
HW00002192,2
HW00005272,5
HW00004922,7
HW00004583,5
HW00007441,1
HW00004342,5
HW00002491,5
HW00002908,5
HW00002632,5
HW00002962,0
HW00001120,5
HW00003020,5
HW00006827,5
HW00003657,5
HW00003273,5
HW00002076,7
HW00007113,2
HW00006540,5
HW00006953,6
HW00006702,6
HW00007682,2
HW00004235,5
HW00002697,0
HW00006160,5
HW00005785,5
HW00001123,6
HW00000539,5
HW00000074,5
HW00002859,8
HW00004668,5
HW00000846,1
HW00001956,2
HW00004356,9
HW00004102,2
HW00002796,9
HW00007470,5
HW00004666,6
HW00006625,1
HW00002973,5
HW00006116,5
HW00001883,5
HW00007010,5
HW00004891,3
HW00006752,5
HW00007323,5
HW00007545,5
HW00000170,1
HW00003221,5
HW00006898,8
HW00007114,5
HW00007077,5
HW00007092,5
HW00005394,5
HW00001587,6
HW00004541,6
HW00005317,5
HW00003113,5
HW00006378,2
HW00003736,9
HW00002566,5
HW00004830,2
HW00003666,0
HW00007282,5
HW00000992,5
HW00006624,5
HW00006340,5
HW00002148,3
HW00003235,0
HW00004955,5
HW00004946,6
HW00002822,7
HW00001373,8
HW00000936,1
HW00007565,5
HW00006859,2
HW00002534,6
HW00004296,9
HW00001324,5
HW00001849,5
HW00004680,5
HW00002906,5
HW00000576,6
HW00002839,8
HW00002290,5
HW00002283,3
HW00006122,5
HW00005235,5
HW00006362,7
HW00006261,4
HW00007564,5
HW00005123,2
HW00001252,2
HW00001741,5
HW00002620,5
HW00001973,3
HW00000384,5
HW00002477,8
HW00002723,5
HW00006916,7
HW00004196,5
HW00001934,4
HW00002444,2
HW00004248,9
HW00004459,0
HW00001544,5
HW00004135,4
HW00000367,8
HW00002308,4
HW00001986,6
HW00002800,2
HW00001862,5
HW00000415,5
HW00000876,5
HW00007084,2
HW00002342,5
HW00006801,5
HW00003737,5
HW00001464,5
HW00002958,0
HW00005932,0
HW00000472,9
HW00002201,5
HW00005591,2
HW00000631,5
HW00005678,5
HW00007030,2
HW00001460,8
HW00007411,6
HW00005312,9
HW00003680,5
HW00004046,5
HW00007286,5
HW00004273,5
HW00003572,5
HW00002162,5
HW00001588,5
HW00005864,5
HW00007407,5
HW00001888,5
HW00007849,9
HW00003654,5
HW00006228,9
HW00004595,5
HW00000219,5
HW00004403,9
HW00004592,9
HW00003208,5
HW00000946,5
HW00004368,5
HW00004792,5
HW00005051,2
HW00006000,6
HW00007581,9
HW00006779,5
HW00005500,5
HW00001831,7
HW00005757,1
HW00002167,5
HW00005321,5
HW00001467,3
HW00003008,7
HW00004923,1
HW00005155,9
HW00000787,9
HW00001168,0
HW00001690,5
HW00007806,5
HW00005224,0
HW00006754,5
HW00004718,5
HW00005907,5
HW00005440,5
HW00003389,1
HW00004918,1
HW00002070,5
HW00002188,1
HW00001116,2
HW00004609,5
HW00005955,3
HW00007604,9
HW00002114,8
HW00006701,0
HW00002592,2
HW00000029,5
HW00003121,5
HW00005206,9
HW00001149,6
HW00002345,5
HW00002086,8
HW00002481,5
HW00001132,3
HW00005681,9
HW00003671,8
HW00006761,7
HW00002065,5
HW00000914,8
HW00007209,5
HW00003892,8
HW00002335,5
HW00000727,9
HW00005280,1
HW00001988,5
HW00007874,5
HW00002878,6
HW00002863,7
HW00002206,9
HW00002181,4
HW00006201,5
HW00002804,5
HW00003471,5
HW00001341,6
HW00003919,2
HW00001743,5
HW00001639,4
HW00001558,1
HW00003715,5
HW00006596,5
HW00001927,9
HW00004823,0
HW00003991,5
HW00005106,5
HW00007898,2
HW00005512,5
HW00002838,4
HW00000282,8
HW00000700,5
HW00000945,5
HW00002257,5
HW00000054,1
HW00002729,0
HW00004567,9
HW00000629,1
HW00005620,5
HW00002292,0
HW00005322,2
HW00006738,0
HW00005003,9
HW00002173,5
HW00001399,3
HW00001193,5
HW00005671,2
HW00000703,4
HW00002097,6
HW00000120,5
HW00000153,7
HW00002582,8
HW00007642,5
HW00004885,9
HW00003334,5
HW00002900,9
HW00000666,5
HW00003150,5
HW00000312,6
HW00002790,4
HW00002649,5
HW00006165,5
HW00003123,5
HW00000429,5
HW00001159,5
HW00004608,7
HW00003658,5
HW00005523,1
HW00004972,6
HW00001093,2
HW00002132,2
HW00005144,0
HW00003653,5
HW00001765,3
HW00005699,1
HW00000728,5
HW00000536,5
HW00001021,5
HW00005715,7
HW00000419,9
HW00006056,7
HW00006650,5
HW00006648,5
HW00004654,8
HW00004094,0
HW00002274,5
HW00004317,5
HW00002636,5
HW00005997,5
HW00007058,5
HW00000489,5
HW00007307,5
HW00004307,5
HW00004969,5
HW00007066,5
HW00006764,4
HW00003918,5
HW00004708,5
HW00005837,5
HW00004312,7
HW00002814,6
HW00006249,5
HW00003787,0
HW00001694,0
HW00005526,0
HW00006089,5
HW00004089,9
HW00002057,5
HW00005989,7
HW00007394,9
HW00005930,6
HW00006719,5
HW00000112,5
HW00006320,6
HW00001894,6
HW00004937,0
HW00000332,5
HW00005825,1
HW00002517,3
HW00000097,5
HW00001877,2
HW00004714,5
HW00000593,1
HW00003466,5
HW00007926,6
HW00007653,5
HW00004027,5
HW00000630,5
HW00006910,5
HW00002199,5
HW00007095,8
HW00002248,4
HW00002108,7
HW00004398,5
HW00005362,5
HW00003296,5
HW00001809,5
HW00005929,2
HW00002095,7
HW00000965,5
HW00006590,7
HW00004578,5
HW00004949,5
HW00007749,5
HW00005634,6
HW00001277,5
HW00000016,1
HW00002252,5
HW00003567,5
HW00005102,5
HW00005942,3
HW00001492,0
HW00000512,5
HW00006507,4
HW00003085,2
HW00005895,5
HW00005525,5
HW00003524,5
HW00002306,5
HW00006583,5
HW00002573,5
HW00005441,5
HW00004835,2
HW00003304,7
HW00000624,9
HW00001620,5
HW00001643,8
HW00005217,7
HW00001478,7
HW00000988,2
HW00003988,2
HW00004960,1
HW00007007,5
HW00001215,7
HW00004901,2
HW00001969,6
HW00004936,7
HW00001996,7
HW00002572,2
HW00006547,5
HW00004059,7
HW00000759,0
HW00000386,5
HW00004895,5
HW00000217,2
HW00007472,4
HW00003364,7
HW00000216,5
HW00001964,5
HW00000284,7
HW00003842,9
HW00007246,5
HW00003265,5
HW00006466,1
HW00002721,3
HW00004153,5
HW00002424,5
HW00004162,6
HW00002441,2
HW00001055,6
HW00005951,5
HW00002152,5
HW00002795,6
HW00007124,5
HW00001756,5
HW00002938,7
HW00003532,5
HW00002670,7
HW00000171,6
HW00001388,0
HW00004599,5
HW00001678,5
HW00002882,1
HW00000057,5
HW00003130,0
HW00004871,5
HW00005468,5
HW00001094,6
HW00003888,5
HW00007405,5
HW00001505,5
HW00002433,3
HW00001212,2
HW00006359,1
HW00002655,7
HW00005409,5
HW00000969,5
HW00002609,5
HW00005064,5
HW00004939,3
HW00001797,5
HW00001827,6
HW00004803,5
HW00003865,5
HW00006653,5
HW00002579,2
HW00005444,0
HW00000494,1
HW00000726,5
HW00000711,2
HW00000504,5
HW00006919,5
HW00004117,5
HW00007121,5
HW00004191,3
HW00007699,5
HW00003419,9
HW00004055,7
HW00004185,2
HW00001537,1
HW00001875,9
HW00000156,5
HW00002369,0
HW00000322,2
HW00004297,1
HW00006830,0
HW00006081,9
HW00001133,9
HW00007508,2
HW00006484,5
HW00006829,5
HW00000688,5
HW00002606,9
HW00004547,5
HW00005473,5
HW00002593,5
HW00001628,1
HW00000108,5
HW00000896,5
HW00002338,1
HW00004282,2
HW00006366,1
HW00000869,7
HW00006812,5
HW00005196,1
HW00005226,5
HW00006171,9
HW00005009,5
HW00007644,7
HW00002913,7
HW00007705,5
HW00005994,5
HW00002299,5
HW00006251,6
HW00003504,6
HW00007858,4
HW00002351,4
HW00002897,5
HW00001218,4
HW00005855,5
HW00006929,5
HW00003033,5
HW00007345,1
HW00005088,6
HW00004808,9
HW00001606,8
HW00004721,5
HW00003628,5
HW00006985,5
HW00003873,9
HW00005427,5
HW00001307,7
HW00006566,8
HW00003601,3
HW00002538,2
HW00007331,3
HW00005894,6
HW00005515,6
HW00004243,2
HW00007410,1
HW00003949,2
HW00002080,0
HW00004810,2
HW00006339,5
HW00000395,1
HW00004101,1
HW00002041,2
HW00004569,3
HW00005570,6
HW00007216,1
HW00000825,5
HW00000368,5
HW00001239,4
HW00003698,5
HW00004262,8
HW00007202,2
HW00005802,5
HW00000866,9
HW00003718,1
HW00002159,8
HW00002156,5
HW00001825,9
HW00005032,5
HW00000561,5
HW00003092,3
HW00003129,5
HW00005057,9
HW00001655,5
HW00002837,5
HW00003701,7
HW00003040,6
HW00007497,4
HW00005150,8
HW00005518,9
HW00007469,9
HW00004079,8
HW00006705,5
HW00007777,5
HW00000352,9
HW00007177,4
HW00002596,5
HW00002398,5
HW00004015,5
HW00003193,0
HW00001074,5
HW00001615,1
HW00003925,5
HW00002129,5
HW00007863,5
HW00002747,5
HW00001362,5
HW00004791,1
HW00003224,5
HW00002713,2
HW00007599,7
HW00006713,2
HW00006016,5
HW00003836,5
HW00006085,2
HW00004867,2
HW00002320,1
HW00005376,0
HW00002850,5
HW00006008,2
HW00007814,5
HW00002475,5
HW00000450,5
HW00007567,4
HW00005528,5
HW00004479,2
HW00000782,5
HW00002392,4
HW00007108,7
HW00005960,5
HW00004560,5
HW00003093,7
HW00005745,2
HW00000801,6
HW00002049,3
HW00007086,6
HW00000749,2
HW00001366,6
HW00007929,4
HW00000251,5
HW00007765,2
HW00000699,5
HW00007550,9
HW00007643,7
HW00007617,1
HW00001813,0
HW00007087,5
HW00000267,8
HW00002742,7
HW00002971,5
HW00007314,6
HW00004257,5
HW00000392,5
HW00005913,5
HW00000763,2
HW00004332,1
HW00003629,5
HW00004289,5
HW00007605,5
HW00005110,5
HW00005598,8
HW00006623,6
HW00003705,9
HW00005973,7
HW00004991,2
HW00000129,2
HW00004310,5
HW00002400,5
HW00004263,5
HW00000967,5
HW00000715,4
HW00000167,6
HW00004192,5
HW00003089,5
HW00005465,9
HW00002134,6
HW00003342,3
HW00005747,2
HW00007694,4
HW00006849,5
HW00006222,1
HW00003716,5
HW00001275,5
HW00001474,8
HW00002004,2
HW00004633,5
HW00002532,5
HW00006755,2
HW00007689,6
HW00003656,5
HW00003902,5
HW00007352,5
HW00003973,4
HW00001089,5
HW00005083,5
HW00007291,5
HW00007427,5
HW00002851,1
HW00000466,2
HW00004383,5
HW00007779,9
HW00003484,6
HW00004376,2
HW00006018,5
HW00002417,5
HW00006981,5
HW00003379,5
HW00003930,4
HW00001748,5
HW00002020,5
HW00000022,5
HW00004198,1
HW00001983,1
HW00002495,5
HW00004669,1
HW00003616,1
HW00004486,5
HW00000783,0
HW00005561,5
HW00003611,9
HW00003822,5
HW00006476,5
HW00000025,0
HW00003898,9
HW00002196,8
HW00000909,6
HW00007232,1
HW00003985,9
HW00005184,5
HW00006973,1
HW00006518,5
HW00007903,2
HW00003209,2
HW00003921,5
HW00003276,5
HW00003315,1
HW00006703,8
HW00007048,9
HW00001398,9
HW00007466,2
HW00004645,4
HW00005099,5
HW00005695,2
HW00002857,6
HW00006743,6
HW00002942,5
HW00002301,5
HW00006634,7
HW00005704,2
HW00004531,5
HW00001199,5
HW00001584,5
HW00004535,5
HW00005888,5
HW00004658,7
HW00001840,5
HW00000326,5
HW00000623,3
HW00000486,8
HW00003578,5
HW00000479,5
HW00006901,1
HW00002846,3
HW00005586,5
HW00007773,5
HW00007169,7
HW00000560,5
HW00000347,5
HW00002432,5
HW00006040,9
HW00002683,5
HW00001101,5
HW00001395,6
HW00001318,5
HW00007034,1
HW00002074,7
HW00006797,5
HW00007531,5
HW00001882,5
HW00003457,5
HW00002330,5
HW00007583,6
HW00001910,9
HW00002078,5
HW00005991,5
HW00001156,0
HW00006360,5
HW00000338,6
HW00000492,3
HW00006579,0
HW00000235,5
HW00004582,0
HW00007285,5
HW00005773,2
HW00005210,1
HW00006023,5
HW00001031,9
HW00006508,2
HW00006017,5
HW00002445,2
HW00005273,2
HW00001880,1
HW00004781,5
HW00002760,5
HW00005090,5
HW00005795,5
HW00000785,7
HW00005013,9
HW00003127,0
HW00003580,8
HW00002411,2
HW00003134,0
HW00004270,8
HW00007200,5
HW00006822,0
HW00005170,2
HW00004334,5
HW00004945,5
HW00000311,5
HW00003688,5
HW00002588,5
HW00007017,5
HW00003346,5
HW00007109,5
HW00006899,6
HW00005959,8
HW00007375,2
HW00000250,5
HW00000644,2
HW00005931,5
HW00007750,5
HW00000297,2
HW00004250,1
HW00000993,9
HW00006620,5
HW00003288,1
HW00007579,6
HW00000263,5
HW00002679,5
HW00006131,5
HW00003846,1
HW00002706,8
HW00001016,5
HW00003173,8
HW00007418,5
HW00005414,9
HW00003238,1
HW00006496,5
HW00005120,5
HW00006651,5
HW00000883,5
HW00006215,5
HW00004481,5
HW00007139,1
HW00001800,0
HW00007248,5
HW00002474,5
HW00007707,9
HW00001583,7
HW00002772,7
HW00001130,5
HW00000685,5
HW00007008,5
HW00006335,3
HW00007722,6
HW00005305,7
HW00001473,2
HW00004802,5
HW00003824,5
HW00007526,5
HW00001003,6
HW00003670,8
HW00001553,5
HW00000627,5
HW00001692,6
HW00002738,5
HW00001881,5
HW00007641,9
HW00003326,5
HW00004202,4
HW00002875,9
HW00003639,4
HW00003080,5
HW00005585,5
HW00007334,5
HW00000841,5
HW00001917,5
HW00000397,5
HW00005647,4
HW00001609,6
HW00007756,2
HW00002287,5
HW00000609,5
HW00001895,5
HW00002376,5
HW00001672,7
HW00002964,2
HW00002069,5
HW00000701,9
HW00003431,9
HW00005259,5
HW00004359,9
HW00005364,8
HW00006292,5
HW00007094,5
HW00001286,4
HW00005438,5
HW00007031,5
HW00002801,5
HW00005995,0
HW00007674,6
HW00007003,8
HW00004644,7
HW00007670,8
HW00000794,5
HW00003157,8
HW00003809,4
HW00001232,2
HW00000529,5
HW00000599,5
HW00002009,5
HW00005298,5
HW00003485,7
HW00003403,7
HW00004579,7
HW00005173,5
HW00000468,9
HW00003073,5
HW00004123,5
HW00003663,1
HW00004505,5
HW00001931,5
HW00001408,5
HW00000339,4
HW00004183,0
HW00000155,1
HW00001477,5
HW00001047,5
HW00007090,5
HW00001480,5
HW00003768,2
HW00003864,6
HW00000957,1
HW00006971,5
HW00002183,5
HW00006275,5
HW00006605,5
HW00002739,0
HW00002549,2
HW00004711,0
HW00000622,2
HW00007651,5
HW00007459,5
HW00003187,5
HW00002191,5
HW00005091,7
HW00005194,5
HW00005000,7
HW00006088,5
HW00002468,5
HW00003488,3
HW00005566,0
HW00003171,9
HW00005385,5
HW00005870,0
HW00005370,8
HW00007206,5
HW00004367,5
HW00007692,5
HW00001484,5
HW00007687,3
HW00002696,5
HW00001448,7
HW00007759,5
HW00005592,9
HW00007002,5
HW00003386,9
HW00003397,2
HW00006780,5
HW00001358,5
HW00000579,1
HW00004625,1
HW00004698,6
HW00000208,7
HW00000448,7
HW00006505,5
HW00000321,2
HW00001323,6
HW00003424,6
HW00000464,5
HW00003309,5
HW00003895,1
HW00003868,7
HW00006305,8
HW00005255,5
HW00005300,5
HW00004156,9
HW00004833,5
HW00006230,8
HW00006854,5
HW00000086,5
HW00007027,9
HW00000900,7
HW00001092,0
HW00005021,2
HW00001635,5
HW00002447,6
HW00003128,5
HW00007230,2
HW00004371,5
HW00004930,1
HW00007376,8
HW00003025,3
HW00001724,5
HW00002473,5
HW00001762,8
HW00004091,5
HW00006673,2
HW00003821,1
HW00001786,5
HW00002798,9
HW00005459,5
HW00002295,5
HW00000480,4
HW00005085,5
HW00007507,5
HW00006409,7
HW00002507,2
HW00003152,7
HW00002374,5
HW00007471,5
HW00002631,5
HW00004329,7
HW00006603,8
HW00005770,5
HW00007384,6
HW00003730,6
HW00003229,5
HW00000425,5
HW00004009,5
HW00007633,8
HW00000484,5
HW00004417,2
HW00005252,9
HW00002229,5
HW00002617,5
HW00004234,5
HW00006515,5
HW00003830,7
HW00007538,6
HW00003940,5
HW00002187,1
HW00003234,1
HW00000067,5
HW00001367,5
HW00004439,5
HW00006621,5
HW00005381,5
HW00006432,6
HW00003103,2
HW00005861,5
HW00005804,0
HW00005877,5
HW00002898,5
HW00001434,9
HW00003350,5
HW00003557,5
HW00001547,5
HW00004538,7
HW00000211,5
HW00006979,5
HW00002969,2
HW00002365,9
HW00007367,9
HW00000183,0
HW00002855,5
HW00005565,5
HW00007922,5
HW00003535,1
HW00005469,5
HW00004720,1
HW00006813,7
HW00007889,1
HW00001808,1
HW00005204,5
HW00007794,6
HW00007769,5
HW00006181,5
HW00005019,1
HW00006237,8
HW00005183,3
HW00007203,2
HW00006984,5
HW00007228,5
HW00007231,5
HW00007036,7
HW00005706,7
HW00004113,8
HW00001879,7
HW00002099,5
HW00006472,5
HW00003585,5
HW00007628,5
HW00006312,5
HW00002177,1
HW00006373,5
HW00001617,5
HW00006417,5
HW00001417,4
HW00001755,5
HW00003760,5
HW00004613,7
HW00004421,8
HW00003301,2
HW00006750,5
HW00005002,6
HW00001539,9
HW00003115,5
HW00000932,5
HW00000586,7
HW00000359,7
HW00004726,5
HW00001822,5
HW00000870,4
HW00006491,2
HW00001739,5
HW00005241,5
HW00001113,5
HW00006139,0
HW00004051,5
HW00002450,8
HW00006074,5
HW00003984,5
HW00007148,5
HW00005336,2
HW00005092,5
HW00005356,7
HW00006741,7
HW00001040,5
HW00003648,4
HW00000572,1
HW00005910,5
HW00000085,1
HW00001997,5
HW00000283,8
HW00007141,4
HW00000218,1
HW00006637,5
HW00005169,5
HW00002071,5
HW00004347,4
HW00006277,0
HW00001946,9
HW00004926,5
HW00004948,4
HW00006423,6
HW00002673,5
HW00003417,8
HW00004980,5
HW00006349,8
HW00001179,0
HW00006464,4
HW00003813,9
HW00001354,5
HW00004494,6
HW00006328,0
HW00004231,5
HW00006077,8
HW00001999,5
HW00007097,2
HW00003318,5
HW00000592,9
HW00006217,5
HW00002266,5
HW00004132,5
HW00005426,5
HW00003302,8
HW00002554,5
HW00006742,5
HW00004678,5
HW00006395,7
HW00001928,5
HW00001892,1
HW00004938,5
HW00005228,5
HW00002643,9
HW00007403,5
HW00006846,5
HW00003293,5
HW00006663,5
HW00004586,9
HW00005335,6
HW00000595,9
HW00007575,5
HW00005658,5
HW00003798,5
HW00001259,2
HW00003290,5
HW00002439,5
HW00002282,3
HW00004786,9
HW00007452,5
HW00001665,5
HW00007831,7
HW00004341,7
HW00007178,0
HW00003373,1
HW00000455,0
HW00002876,7
HW00001697,2
HW00003102,5
HW00004337,1
HW00007843,5
HW00006532,5
HW00003320,5
HW00006933,0
HW00006601,5
HW00003066,5
HW00005412,5
HW00007371,5
HW00000510,5
HW00000612,6
HW00001799,5
HW00001345,1
HW00003118,3
HW00007931,3
HW00000768,5
HW00000313,5
HW00001930,5
HW00002466,5
HW00005501,8
HW00002147,6
HW00000463,5
HW00003841,5
HW00003826,5
HW00000470,2
HW00000023,2
